Marca,Modelo,Ano,Combustível,Quilometragem,Cidade,Problema,Custo Estimado
VOLKSWAGEN,POLO,2003,Gasolina,263456,Curitiba,pastilhas_de_freio,422.59
FORD,FIESTA,2002,Gasolina,87566,Belo Horizonte,transmissao,990.45
FIAT,TORO,2016,Gasolina,283473,Salvador,cambio,4927.11
FORD,KA,2016,Diesel,234750,Manaus,cambio,4515.67
HONDA,CIVIC,2011,Etanol,75542,Salvador,bateria,964.93
CHEVROLET,SPIN,2013,Gasolina,108237,Manaus,bateria,992.24
CHEVROLET,ONIX,2020,Gasolina,297789,Manaus,cambio,4417.0
VOLKSWAGEN,POLO,2005,Diesel,87502,Salvador,cambio,4397.07
HONDA,FIT,2002,Diesel,295657,Rio de Janeiro,velas_de_ignicao,247.36
FIAT,TORO,2008,Etanol,8749,Curitiba,bateria,857.64
FIAT,TORO,2004,Diesel,161855,Belo Horizonte,transmissao,1128.98
CHEVROLET,SPIN,2023,Etanol,60645,Salvador,velas_de_ignicao,81.4
HONDA,FIT,2016,Gasolina,213933,Salvador,alinhamento,228.41
FIAT,TORO,2013,Gasolina,53175,Belo Horizonte,alinhamento,171.68
CHEVROLET,ONIX,2020,Etanol,148395,Curitiba,alinhamento,174.38
FIAT,TORO,2002,Diesel,50762,Belo Horizonte,alinhamento,224.1
VOLKSWAGEN,JETTA,2000,Etanol,64222,Manaus,alinhamento,242.81
VOLKSWAGEN,JETTA,2019,Diesel,189400,Rio de Janeiro,superaquecimento_motor,1281.28
CHEVROLET,SPIN,2020,Gasolina,255539,Manaus,cambio,4104.82
CHEVROLET,SPIN,2022,Diesel,12213,Rio de Janeiro,transmissao,450.97
FORD,KA,2000,Etanol,97367,Belo Horizonte,velas_de_ignicao,172.19
HONDA,FIT,2002,Etanol,178002,Manaus,alinhamento,305.39
FIAT,MOBI,2017,Gasolina,158785,Curitiba,superaquecimento_motor,1283.96
FORD,FIESTA,2009,Diesel,107157,Manaus,bateria,1102.72
CHEVROLET,ONIX,2021,Diesel,229408,Salvador,superaquecimento_motor,1290.43
FIAT,MOBI,2002,Diesel,32583,Rio de Janeiro,superaquecimento_motor,1381.14
HONDA,CIVIC,2007,Gasolina,128792,Rio de Janeiro,transmissao,976.69
CHEVROLET,ONIX,2013,Diesel,79944,Curitiba,alinhamento,184.69
HONDA,CIVIC,2023,Etanol,22369,Rio de Janeiro,superaquecimento_motor,727.57
FORD,FIESTA,2017,Diesel,179000,Rio de Janeiro,cambio,3918.49
HONDA,CIVIC,2014,Gasolina,19510,Curitiba,superaquecimento_motor,980.72
FIAT,MOBI,2021,Diesel,12120,Manaus,alinhamento,117.04
VOLKSWAGEN,JETTA,2022,Diesel,99847,Belo Horizonte,transmissao,577.56
CHEVROLET,ONIX,2001,Etanol,98575,Manaus,superaquecimento_motor,1691.18
VOLKSWAGEN,POLO,2009,Diesel,267439,Salvador,velas_de_ignicao,199.79
CHEVROLET,SPIN,2001,Etanol,20460,Salvador,pastilhas_de_freio,251.03
VOLKSWAGEN,POLO,2016,Etanol,14963,Rio de Janeiro,bateria,699.92
HONDA,FIT,2007,Gasolina,27328,Salvador,pastilhas_de_freio,223.67
CHEVROLET,SPIN,2000,Etanol,124034,Belo Horizonte,pastilhas_de_freio,339.23
HONDA,FIT,2008,Etanol,21605,Rio de Janeiro,transmissao,714.68
CHEVROLET,SPIN,2010,Gasolina,175885,Salvador,superaquecimento_motor,1632.55
HONDA,CIVIC,2021,Etanol,177443,São Paulo,pastilhas_de_freio,214.85
FORD,KA,2015,Gasolina,108241,São Paulo,pastilhas_de_freio,224.53
VOLKSWAGEN,JETTA,2006,Diesel,191848,São Paulo,bateria,1434.56
FORD,FIESTA,2009,Gasolina,254289,São Paulo,alinhamento,300.24
FIAT,TORO,2022,Etanol,167984,Manaus,cambio,3210.89
VOLKSWAGEN,JETTA,2002,Gasolina,169446,São Paulo,cambio,5698.55
FIAT,TORO,2017,Etanol,203374,Rio de Janeiro,superaquecimento_motor,1408.75
HONDA,FIT,2023,Diesel,62784,Curitiba,superaquecimento_motor,818.78
FIAT,TORO,2012,Gasolina,21274,Manaus,bateria,803.19
HONDA,CIVIC,2006,Diesel,129994,Curitiba,alinhamento,250.83
FIAT,TORO,2003,Etanol,296560,Rio de Janeiro,superaquecimento_motor,2423.53
FORD,FIESTA,2012,Etanol,217220,Rio de Janeiro,cambio,4913.59
FORD,KA,2019,Diesel,192070,Belo Horizonte,cambio,3765.7
FORD,FIESTA,2000,Gasolina,243768,Manaus,velas_de_ignicao,235.63
VOLKSWAGEN,POLO,2007,Gasolina,168206,Curitiba,bateria,1333.09
VOLKSWAGEN,POLO,2013,Etanol,143435,São Paulo,transmissao,862.23
CHEVROLET,SPIN,2015,Diesel,292772,Rio de Janeiro,alinhamento,271.69
HONDA,CIVIC,2013,Diesel,69672,São Paulo,bateria,898.51
FORD,KA,2011,Gasolina,46246,Curitiba,pastilhas_de_freio,213.52
FORD,KA,2018,Gasolina,89110,Manaus,superaquecimento_motor,1053.84
VOLKSWAGEN,JETTA,2022,Gasolina,264954,Salvador,velas_de_ignicao,132.61
CHEVROLET,ONIX,2014,Diesel,190932,Salvador,cambio,4404.75
FORD,KA,2001,Gasolina,208271,Rio de Janeiro,velas_de_ignicao,215.66
FIAT,MOBI,2001,Gasolina,71688,Belo Horizonte,transmissao,970.52
VOLKSWAGEN,POLO,2022,Etanol,193435,São Paulo,bateria,890.92
FIAT,MOBI,2021,Gasolina,273306,Rio de Janeiro,velas_de_ignicao,139.74
HONDA,FIT,2018,Gasolina,73535,Belo Horizonte,bateria,778.2
FORD,KA,2021,Diesel,70864,São Paulo,superaquecimento_motor,903.98
FORD,FIESTA,2021,Diesel,134693,Curitiba,superaquecimento_motor,1059.56
HONDA,CIVIC,2016,Etanol,118371,Salvador,cambio,3532.91
FIAT,TORO,2019,Gasolina,89792,Belo Horizonte,velas_de_ignicao,102.05
FIAT,TORO,2009,Etanol,175505,São Paulo,superaquecimento_motor,1674.17
FORD,KA,2005,Diesel,257416,Rio de Janeiro,bateria,1664.51
VOLKSWAGEN,JETTA,2014,Etanol,66188,São Paulo,cambio,3285.52
FORD,KA,2021,Diesel,186023,Rio de Janeiro,superaquecimento_motor,1184.68
HONDA,CIVIC,2010,Etanol,238188,Salvador,cambio,5396.83
VOLKSWAGEN,JETTA,2004,Etanol,36558,Salvador,pastilhas_de_freio,246.81
VOLKSWAGEN,POLO,2000,Gasolina,128938,São Paulo,bateria,1429.79
HONDA,CIVIC,2007,Etanol,146731,São Paulo,cambio,4833.38
HONDA,CIVIC,2020,Gasolina,296557,Rio de Janeiro,alinhamento,231.99
VOLKSWAGEN,POLO,2011,Gasolina,272579,Rio de Janeiro,superaquecimento_motor,1912.57
VOLKSWAGEN,JETTA,2011,Gasolina,250272,Belo Horizonte,superaquecimento_motor,1838.06
HONDA,CIVIC,2004,Gasolina,28067,Belo Horizonte,bateria,1002.43
HONDA,CIVIC,2006,Etanol,87794,Belo Horizonte,transmissao,904.85
CHEVROLET,SPIN,2003,Diesel,1379,São Paulo,alinhamento,188.36
HONDA,FIT,2005,Diesel,108541,Manaus,cambio,4635.81
VOLKSWAGEN,JETTA,2012,Diesel,219499,Manaus,alinhamento,259.75
HONDA,CIVIC,2019,Etanol,114634,Manaus,cambio,3173.1
HONDA,CIVIC,2014,Gasolina,253579,Manaus,alinhamento,261.41
FORD,FIESTA,2002,Diesel,103915,Belo Horizonte,velas_de_ignicao,167.74
FORD,KA,2022,Etanol,210494,São Paulo,pastilhas_de_freio,221.21
HONDA,CIVIC,2007,Gasolina,216915,Manaus,pastilhas_de_freio,353.23
CHEVROLET,ONIX,2019,Diesel,129560,Salvador,transmissao,692.07
HONDA,CIVIC,2015,Gasolina,155915,Curitiba,alinhamento,208.96
FORD,KA,2012,Diesel,136984,Salvador,alinhamento,218.49
CHEVROLET,ONIX,2017,Diesel,152586,São Paulo,superaquecimento_motor,1266.61
FORD,FIESTA,2009,Diesel,218431,São Paulo,cambio,5335.52
FIAT,TORO,2018,Gasolina,188104,Curitiba,bateria,1016.88
CHEVROLET,ONIX,2016,Etanol,137521,Rio de Janeiro,velas_de_ignicao,126.39
FIAT,TORO,2023,Gasolina,132797,Rio de Janeiro,velas_de_ignicao,97.68
FORD,KA,2018,Diesel,9304,Rio de Janeiro,transmissao,515.51
CHEVROLET,SPIN,2022,Gasolina,125555,Belo Horizonte,pastilhas_de_freio,184.41
CHEVROLET,SPIN,2004,Etanol,94488,Rio de Janeiro,alinhamento,241.08
VOLKSWAGEN,POLO,2020,Gasolina,258490,Belo Horizonte,bateria,1085.95
FIAT,TORO,2022,Etanol,143748,Belo Horizonte,transmissao,640.97
HONDA,CIVIC,2008,Etanol,287336,Rio de Janeiro,cambio,6199.66
CHEVROLET,ONIX,2011,Gasolina,261602,Rio de Janeiro,velas_de_ignicao,187.59
VOLKSWAGEN,POLO,2020,Diesel,138518,Curitiba,velas_de_ignicao,110.85
FORD,KA,2000,Etanol,216669,Manaus,velas_de_ignicao,223.89
FORD,KA,2000,Gasolina,88207,Curitiba,alinhamento,258.8
VOLKSWAGEN,POLO,2014,Etanol,188704,Belo Horizonte,alinhamento,230.78
VOLKSWAGEN,POLO,2001,Diesel,198017,Curitiba,alinhamento,325.09
CHEVROLET,SPIN,2021,Gasolina,73741,Belo Horizonte,superaquecimento_motor,910.99
CHEVROLET,SPIN,2015,Gasolina,16365,São Paulo,pastilhas_de_freio,174.0
VOLKSWAGEN,POLO,2007,Gasolina,195929,Belo Horizonte,cambio,5365.68
HONDA,CIVIC,2012,Diesel,247481,Belo Horizonte,velas_de_ignicao,177.93
HONDA,CIVIC,2020,Etanol,146776,Curitiba,velas_de_ignicao,112.94
HONDA,FIT,2000,Gasolina,160974,Manaus,superaquecimento_motor,1997.55
VOLKSWAGEN,JETTA,2015,Etanol,232366,São Paulo,velas_de_ignicao,158.6
VOLKSWAGEN,JETTA,2006,Etanol,250319,Salvador,cambio,6099.37
FORD,FIESTA,2004,Diesel,34012,Salvador,velas_de_ignicao,132.68
FORD,KA,2021,Gasolina,142487,Manaus,alinhamento,165.93
CHEVROLET,SPIN,2022,Etanol,21686,Salvador,alinhamento,116.16
HONDA,CIVIC,2002,Gasolina,208270,São Paulo,pastilhas_de_freio,389.67
CHEVROLET,SPIN,2011,Gasolina,159815,Rio de Janeiro,cambio,4489.58
CHEVROLET,ONIX,2015,Diesel,32161,São Paulo,cambio,2892.57
FIAT,TORO,2018,Gasolina,247066,Curitiba,velas_de_ignicao,148.16
FIAT,MOBI,2004,Gasolina,239689,Belo Horizonte,transmissao,1319.24
VOLKSWAGEN,JETTA,2021,Etanol,264546,Belo Horizonte,velas_de_ignicao,137.61
FORD,FIESTA,2013,Diesel,63190,Curitiba,velas_de_ignicao,114.76
HONDA,FIT,2004,Gasolina,246256,Curitiba,pastilhas_de_freio,400.59
FORD,KA,2014,Etanol,275419,Belo Horizonte,transmissao,1086.9
HONDA,FIT,2016,Diesel,159254,Manaus,velas_de_ignicao,132.67
FIAT,TORO,2013,Diesel,14915,Rio de Janeiro,bateria,765.42
FORD,FIESTA,2019,Etanol,263053,Rio de Janeiro,bateria,1133.93
FORD,KA,2004,Etanol,65908,Rio de Janeiro,cambio,4248.6
HONDA,CIVIC,2011,Etanol,127337,Curitiba,cambio,4172.47
VOLKSWAGEN,POLO,2015,Etanol,284764,Belo Horizonte,transmissao,1072.07
CHEVROLET,SPIN,2015,Etanol,34112,Manaus,bateria,765.67
VOLKSWAGEN,JETTA,2020,Gasolina,205123,Belo Horizonte,alinhamento,196.44
HONDA,FIT,2006,Gasolina,2431,Belo Horizonte,alinhamento,176.42
HONDA,CIVIC,2003,Diesel,86590,Manaus,transmissao,966.48
FORD,KA,2000,Gasolina,117472,São Paulo,velas_de_ignicao,180.9
VOLKSWAGEN,JETTA,2004,Gasolina,294768,Manaus,cambio,6905.92
HONDA,CIVIC,2022,Gasolina,207193,São Paulo,transmissao,732.61
HONDA,FIT,2009,Etanol,61264,Salvador,bateria,978.42
CHEVROLET,SPIN,2021,Diesel,163030,São Paulo,transmissao,694.54
VOLKSWAGEN,POLO,2004,Diesel,119502,Rio de Janeiro,bateria,1281.81
VOLKSWAGEN,POLO,2003,Diesel,230395,Rio de Janeiro,cambio,6298.44
FORD,KA,2001,Diesel,132475,Manaus,alinhamento,282.31
VOLKSWAGEN,JETTA,2019,Gasolina,205463,Rio de Janeiro,transmissao,814.36
FORD,KA,2009,Gasolina,169708,Rio de Janeiro,cambio,4834.08
FORD,FIESTA,2018,Etanol,272983,Salvador,cambio,4536.12
FORD,KA,2000,Diesel,235706,Rio de Janeiro,superaquecimento_motor,2321.39
FIAT,TORO,2023,Gasolina,178901,Curitiba,bateria,831.43
FIAT,TORO,2004,Gasolina,140302,Curitiba,superaquecimento_motor,1748.98
CHEVROLET,ONIX,2012,Etanol,51977,Curitiba,alinhamento,175.99
CHEVROLET,ONIX,2003,Etanol,225864,São Paulo,cambio,6244.64
HONDA,FIT,2015,Etanol,25651,Manaus,cambio,2835.88
FORD,KA,2023,Gasolina,97919,Manaus,velas_de_ignicao,89.81
FIAT,MOBI,2015,Gasolina,186944,Belo Horizonte,bateria,1115.91
FIAT,TORO,2022,Etanol,117776,Salvador,velas_de_ignicao,98.06
FORD,KA,2001,Diesel,144811,Curitiba,alinhamento,290.36
FIAT,TORO,2016,Etanol,130697,Curitiba,velas_de_ignicao,124.42
FORD,FIESTA,2019,Etanol,179428,Rio de Janeiro,cambio,3668.96
VOLKSWAGEN,POLO,2023,Etanol,1789,Curitiba,bateria,523.94
CHEVROLET,ONIX,2011,Etanol,236974,Rio de Janeiro,pastilhas_de_freio,331.13
FIAT,TORO,2017,Gasolina,261413,Rio de Janeiro,bateria,1208.6
VOLKSWAGEN,JETTA,2002,Diesel,168678,Belo Horizonte,bateria,1497.17
VOLKSWAGEN,JETTA,2000,Etanol,44135,São Paulo,superaquecimento_motor,1491.25
FORD,KA,2000,Diesel,37067,Rio de Janeiro,pastilhas_de_freio,269.65
HONDA,FIT,2018,Diesel,279501,Rio de Janeiro,pastilhas_de_freio,289.75
FIAT,TORO,2010,Diesel,170923,Manaus,pastilhas_de_freio,298.25
FORD,KA,2004,Etanol,207925,Belo Horizonte,bateria,1551.99
FORD,FIESTA,2011,Gasolina,163944,Rio de Janeiro,alinhamento,238.42
CHEVROLET,SPIN,2002,Etanol,69103,Salvador,pastilhas_de_freio,282.98
FIAT,TORO,2000,Diesel,86310,São Paulo,transmissao,1030.16
VOLKSWAGEN,JETTA,2000,Diesel,37412,Salvador,velas_de_ignicao,146.21
VOLKSWAGEN,POLO,2007,Gasolina,201002,Curitiba,alinhamento,285.29
CHEVROLET,ONIX,2009,Etanol,22228,São Paulo,transmissao,698.16
HONDA,CIVIC,2010,Diesel,120627,Curitiba,bateria,1109.99
VOLKSWAGEN,JETTA,2011,Gasolina,11319,Manaus,bateria,799.92
FIAT,TORO,2012,Diesel,6475,Rio de Janeiro,transmissao,612.95
VOLKSWAGEN,JETTA,2011,Gasolina,228163,Belo Horizonte,superaquecimento_motor,1764.21
CHEVROLET,SPIN,2013,Gasolina,145800,Salvador,superaquecimento_motor,1408.6
FORD,FIESTA,2001,Etanol,241382,Curitiba,transmissao,1413.61
FIAT,MOBI,2018,Diesel,291689,Rio de Janeiro,superaquecimento_motor,1602.49
FIAT,MOBI,2017,Etanol,229484,Salvador,velas_de_ignicao,148.18
HONDA,CIVIC,2002,Diesel,192828,Salvador,velas_de_ignicao,204.66
FIAT,MOBI,2022,Etanol,199847,Manaus,bateria,902.5
CHEVROLET,ONIX,2016,Diesel,292759,Manaus,superaquecimento_motor,1712.41
HONDA,CIVIC,2007,Etanol,275890,Curitiba,pastilhas_de_freio,393.52
FORD,KA,2009,Gasolina,153817,Rio de Janeiro,transmissao,983.27
HONDA,FIT,2001,Diesel,263389,Belo Horizonte,velas_de_ignicao,239.05
VOLKSWAGEN,JETTA,2018,Diesel,117408,Curitiba,cambio,3304.48
FIAT,TORO,2008,Gasolina,112143,Salvador,superaquecimento_motor,1488.29
HONDA,FIT,2006,Etanol,289776,Salvador,cambio,6536.68
FORD,FIESTA,2003,Diesel,275000,São Paulo,superaquecimento_motor,2335.94
HONDA,CIVIC,2020,Diesel,187965,Rio de Janeiro,velas_de_ignicao,123.35
CHEVROLET,SPIN,2017,Etanol,232298,São Paulo,velas_de_ignicao,148.97
CHEVROLET,SPIN,2012,Gasolina,68049,Manaus,pastilhas_de_freio,220.83
VOLKSWAGEN,POLO,2010,Etanol,228953,Belo Horizonte,superaquecimento_motor,1814.6
FORD,KA,2023,Etanol,210503,Curitiba,superaquecimento_motor,1152.18
FORD,KA,2003,Etanol,170821,Salvador,alinhamento,294.26
VOLKSWAGEN,JETTA,2020,Diesel,204829,Rio de Janeiro,bateria,981.61
CHEVROLET,SPIN,2003,Gasolina,202646,Salvador,pastilhas_de_freio,376.98
VOLKSWAGEN,JETTA,2009,Gasolina,58601,Manaus,velas_de_ignicao,126.26
HONDA,FIT,2004,Etanol,146154,São Paulo,cambio,5180.34
FIAT,MOBI,2008,Diesel,145720,São Paulo,velas_de_ignicao,160.95
VOLKSWAGEN,JETTA,2023,Etanol,262508,Curitiba,transmissao,781.26
FIAT,TORO,2002,Diesel,165640,Rio de Janeiro,bateria,1487.46
FORD,FIESTA,2016,Diesel,205704,Manaus,velas_de_ignicao,146.09
VOLKSWAGEN,JETTA,2002,Diesel,269580,Rio de Janeiro,superaquecimento_motor,2365.34
CHEVROLET,SPIN,2015,Diesel,24544,Curitiba,velas_de_ignicao,96.69
HONDA,FIT,2003,Gasolina,63295,Manaus,superaquecimento_motor,1475.89
VOLKSWAGEN,JETTA,2017,Diesel,196787,Manaus,superaquecimento_motor,1390.31
CHEVROLET,ONIX,2016,Diesel,69409,São Paulo,pastilhas_de_freio,197.02
FORD,FIESTA,2006,Etanol,249720,São Paulo,velas_de_ignicao,208.44
FORD,KA,2023,Etanol,126839,São Paulo,pastilhas_de_freio,177.85
FORD,KA,2022,Gasolina,279301,Salvador,cambio,3974.65
FORD,FIESTA,2004,Etanol,176637,Belo Horizonte,cambio,5534.29
CHEVROLET,SPIN,2011,Diesel,201068,São Paulo,bateria,1287.47
FORD,KA,2016,Etanol,65888,Belo Horizonte,superaquecimento_motor,1057.01
FIAT,TORO,2022,Gasolina,187167,Belo Horizonte,cambio,3342.51
FORD,FIESTA,2012,Etanol,4507,Rio de Janeiro,bateria,761.27
CHEVROLET,ONIX,2022,Etanol,43988,Curitiba,velas_de_ignicao,80.74
CHEVROLET,SPIN,2002,Gasolina,147937,Salvador,bateria,1430.91
HONDA,FIT,2008,Gasolina,27213,Belo Horizonte,bateria,908.92
FIAT,MOBI,2016,Diesel,57450,Salvador,velas_de_ignicao,103.26
FORD,KA,2016,Etanol,62222,Rio de Janeiro,pastilhas_de_freio,193.19
VOLKSWAGEN,POLO,2019,Diesel,154468,São Paulo,pastilhas_de_freio,219.66
HONDA,FIT,2015,Etanol,12755,Manaus,superaquecimento_motor,931.75
VOLKSWAGEN,POLO,2021,Etanol,131937,Belo Horizonte,superaquecimento_motor,1052.85
CHEVROLET,ONIX,2012,Diesel,142245,Curitiba,velas_de_ignicao,143.73
HONDA,FIT,2018,Etanol,189977,Manaus,velas_de_ignicao,132.7
HONDA,FIT,2016,Etanol,169169,Rio de Janeiro,alinhamento,208.52
FIAT,TORO,2003,Etanol,295515,Salvador,alinhamento,372.2
VOLKSWAGEN,JETTA,2011,Gasolina,235132,São Paulo,transmissao,1099.99
FORD,FIESTA,2008,Diesel,135090,Salvador,cambio,4592.62
FORD,FIESTA,2018,Gasolina,267336,Curitiba,superaquecimento_motor,1536.53
FIAT,MOBI,2011,Diesel,264159,Belo Horizonte,bateria,1449.58
FIAT,TORO,2008,Diesel,199988,Curitiba,cambio,5277.65
FIAT,TORO,2006,Etanol,28343,Salvador,transmissao,766.13
FIAT,MOBI,2013,Diesel,5829,Salvador,cambio,2824.67
CHEVROLET,ONIX,2019,Gasolina,34381,Manaus,transmissao,538.72
VOLKSWAGEN,POLO,2018,Gasolina,212153,Curitiba,pastilhas_de_freio,256.08
HONDA,CIVIC,2014,Gasolina,280407,Curitiba,bateria,1370.41
HONDA,FIT,2015,Diesel,234748,Curitiba,pastilhas_de_freio,294.11
CHEVROLET,SPIN,2020,Gasolina,221970,São Paulo,alinhamento,202.99
VOLKSWAGEN,POLO,2004,Diesel,148,Salvador,transmissao,733.7
FIAT,TORO,2002,Gasolina,288889,Rio de Janeiro,cambio,7148.46
HONDA,FIT,2011,Gasolina,72914,São Paulo,alinhamento,191.64
VOLKSWAGEN,POLO,2019,Diesel,60653,São Paulo,bateria,726.32
FORD,FIESTA,2020,Gasolina,223607,São Paulo,bateria,1018.12
VOLKSWAGEN,POLO,2003,Etanol,192593,Manaus,superaquecimento_motor,2001.16
CHEVROLET,SPIN,2020,Diesel,293219,Rio de Janeiro,velas_de_ignicao,149.95
VOLKSWAGEN,POLO,2022,Diesel,9795,Curitiba,pastilhas_de_freio,134.24
HONDA,FIT,2015,Diesel,64555,Manaus,superaquecimento_motor,1086.07
HONDA,CIVIC,2006,Etanol,235068,Salvador,cambio,5930.34
HONDA,FIT,2012,Diesel,103107,Belo Horizonte,superaquecimento_motor,1310.1
CHEVROLET,SPIN,2020,Gasolina,227650,Manaus,cambio,3898.75
VOLKSWAGEN,JETTA,2009,Gasolina,167022,Belo Horizonte,pastilhas_de_freio,303.56
CHEVROLET,SPIN,2006,Gasolina,11009,Salvador,pastilhas_de_freio,217.71
VOLKSWAGEN,JETTA,2013,Diesel,178168,Rio de Janeiro,bateria,1162.21
CHEVROLET,ONIX,2004,Gasolina,150616,Belo Horizonte,bateria,1376.88
FORD,KA,2002,Diesel,29381,São Paulo,transmissao,841.75
FORD,KA,2022,Gasolina,68122,Manaus,alinhamento,132.93
HONDA,CIVIC,2010,Etanol,214709,Belo Horizonte,bateria,1358.26
CHEVROLET,SPIN,2010,Etanol,87228,Salvador,superaquecimento_motor,1328.41
FIAT,MOBI,2017,Etanol,80770,São Paulo,transmissao,655.77
FIAT,TORO,2014,Etanol,52726,Belo Horizonte,cambio,3164.74
FORD,KA,2011,Diesel,188210,Salvador,transmissao,1003.54
CHEVROLET,SPIN,2008,Gasolina,221454,Rio de Janeiro,superaquecimento_motor,1883.03
FORD,FIESTA,2009,Etanol,177265,Salvador,bateria,1292.59
FORD,KA,2011,Diesel,245074,Rio de Janeiro,cambio,5322.04
VOLKSWAGEN,JETTA,2016,Etanol,80857,São Paulo,superaquecimento_motor,1100.25
VOLKSWAGEN,JETTA,2005,Etanol,259405,Salvador,velas_de_ignicao,217.16
FIAT,MOBI,2006,Diesel,190128,Curitiba,bateria,1429.54
CHEVROLET,SPIN,2013,Diesel,117928,Manaus,alinhamento,203.16
FORD,FIESTA,2012,Gasolina,58706,Curitiba,cambio,3407.71
CHEVROLET,ONIX,2007,Gasolina,55006,Curitiba,superaquecimento_motor,1314.02
FORD,KA,2009,Etanol,87238,Curitiba,bateria,1048.77
FORD,KA,2008,Etanol,248018,Manaus,pastilhas_de_freio,365.35
FIAT,TORO,2017,Gasolina,194227,Curitiba,velas_de_ignicao,138.31
HONDA,FIT,2001,Gasolina,77271,Rio de Janeiro,cambio,4679.21
FORD,FIESTA,2004,Diesel,292321,Salvador,cambio,6877.5
FORD,KA,2004,Gasolina,43013,São Paulo,alinhamento,209.62
HONDA,FIT,2005,Gasolina,82600,Curitiba,bateria,1142.49
CHEVROLET,SPIN,2018,Etanol,99290,Curitiba,pastilhas_de_freio,199.65
FORD,FIESTA,2007,Gasolina,216110,São Paulo,bateria,1469.48
HONDA,CIVIC,2015,Etanol,131832,São Paulo,pastilhas_de_freio,237.51
FORD,FIESTA,2012,Gasolina,24142,Curitiba,alinhamento,162.07
FORD,KA,2000,Diesel,131436,Rio de Janeiro,velas_de_ignicao,186.96
CHEVROLET,ONIX,2021,Gasolina,281941,São Paulo,cambio,4146.33
VOLKSWAGEN,JETTA,2019,Gasolina,237403,Salvador,pastilhas_de_freio,259.74
HONDA,CIVIC,2016,Gasolina,32535,Salvador,transmissao,591.17
FORD,FIESTA,2006,Etanol,16105,Rio de Janeiro,alinhamento,184.39
FORD,FIESTA,2012,Diesel,139011,Manaus,alinhamento,219.51
VOLKSWAGEN,POLO,2003,Gasolina,79472,Belo Horizonte,superaquecimento_motor,1541.6
CHEVROLET,ONIX,2003,Etanol,173101,Rio de Janeiro,velas_de_ignicao,192.2
CHEVROLET,SPIN,2005,Diesel,146935,Curitiba,transmissao,1067.68
FORD,FIESTA,2018,Etanol,78097,Belo Horizonte,transmissao,630.16
FORD,FIESTA,2011,Etanol,261674,Curitiba,superaquecimento_motor,1876.15
FORD,FIESTA,2021,Diesel,141519,Salvador,pastilhas_de_freio,198.68
FIAT,MOBI,2006,Gasolina,96160,São Paulo,pastilhas_de_freio,277.31
VOLKSWAGEN,JETTA,2009,Etanol,46940,Curitiba,transmissao,751.7
VOLKSWAGEN,JETTA,2018,Etanol,209019,Salvador,velas_de_ignicao,137.86
HONDA,CIVIC,2006,Gasolina,85001,Rio de Janeiro,pastilhas_de_freio,269.5
FIAT,MOBI,2002,Gasolina,234824,Curitiba,alinhamento,341.69
FIAT,MOBI,2012,Diesel,150714,Salvador,bateria,1126.79
FORD,FIESTA,2012,Diesel,227870,São Paulo,superaquecimento_motor,1715.58
FIAT,MOBI,2017,Diesel,226971,Curitiba,velas_de_ignicao,147.48
HONDA,FIT,2019,Gasolina,198715,Manaus,pastilhas_de_freio,241.05
HONDA,FIT,2007,Etanol,7928,Salvador,bateria,876.74
HONDA,CIVIC,2008,Etanol,48002,Curitiba,transmissao,773.34
FORD,KA,2006,Diesel,114614,São Paulo,superaquecimento_motor,1572.08
CHEVROLET,ONIX,2000,Gasolina,117517,Curitiba,pastilhas_de_freio,334.01
VOLKSWAGEN,POLO,2002,Etanol,156089,Curitiba,transmissao,1165.56
FORD,KA,2012,Diesel,79064,Manaus,pastilhas_de_freio,227.44
FIAT,MOBI,2016,Etanol,50893,Salvador,superaquecimento_motor,1013.69
CHEVROLET,SPIN,2023,Etanol,277311,Belo Horizonte,alinhamento,200.46
VOLKSWAGEN,POLO,2000,Gasolina,38598,Curitiba,cambio,4288.91
VOLKSWAGEN,JETTA,2005,Gasolina,138595,Belo Horizonte,alinhamento,261.94
FIAT,TORO,2020,Etanol,81060,Rio de Janeiro,cambio,2815.61
FORD,KA,2005,Diesel,275429,Curitiba,bateria,1718.29
CHEVROLET,SPIN,2011,Gasolina,22694,Belo Horizonte,transmissao,663.32
FORD,FIESTA,2012,Etanol,261401,Rio de Janeiro,cambio,5333.31
HONDA,FIT,2012,Gasolina,246848,Manaus,alinhamento,273.42
HONDA,CIVIC,2014,Gasolina,153463,Salvador,superaquecimento_motor,1391.88
HONDA,CIVIC,2020,Gasolina,266755,Curitiba,transmissao,881.62
FIAT,TORO,2015,Etanol,9372,Salvador,pastilhas_de_freio,170.15
CHEVROLET,ONIX,2021,Diesel,155384,Rio de Janeiro,cambio,3244.61
FORD,KA,2020,Diesel,145152,Salvador,cambio,3289.18
VOLKSWAGEN,JETTA,2010,Diesel,112945,Salvador,velas_de_ignicao,141.66
FORD,KA,2004,Gasolina,96213,São Paulo,cambio,4600.47
HONDA,FIT,2003,Etanol,20874,Rio de Janeiro,cambio,3810.38
CHEVROLET,SPIN,2002,Gasolina,204986,Salvador,pastilhas_de_freio,387.16
FIAT,TORO,2018,Diesel,11600,Belo Horizonte,superaquecimento_motor,843.92
CHEVROLET,ONIX,2019,Diesel,248430,Rio de Janeiro,bateria,1104.48
HONDA,CIVIC,2017,Etanol,155887,São Paulo,transmissao,785.14
